Identificador,Producto,Cantidad,Precio Unitario,Total Pagado,Forma de pago,Lugar Compra,Fecha Compra
TXN_3477975,Sandwich,ERROR,4.0,16.0,,,2023-02-26
TXN_6736084,Jugo,1,3.0,3.0,,Para llevar,2023-04-19
TXN_5573731,Sandwich,4,4.0,16.0,Efectivo,,2023-01-15
TXN_2760327,Ensalada,1,5.0,5.0,ERROR,Para llevar,2023-02-16
TXN_5540067,Te,4,1.5,6.0,,ERROR,2023-08-24
TXN_7585599,Torta,1,3.0,3.0,Tarjeta Crédito,,2023-01-12
TXN_6333241,Café,ERROR,2.0,4.0,Nequi/Daviplata,,2023-09-15
TXN_1635631,Galleta,4,1.0,4.0,Tarjeta Crédito,,2023-07-04
TXN_8907996,Sandwich,4,4.0,16.0,Efectivo,Restaurante,2023-02-19
TXN_3206049,Café,4,2.0,8.0,,,2023-03-27
TXN_4620647,Café,1,2.0,2.0,Nequi/Daviplata,DESCONOCIDO,2023-07-15
TXN_5348915,Jugo,1,3.0,3.0,Nequi/Daviplata,Para llevar,2023-07-09
TXN_4036214,Torta,2,,6.0,Tarjeta Crédito,DESCONOCIDO,2023-10-17
TXN_6323914,Jugo,1,3.0,3.0,Tarjeta Crédito,Restaurante,2023-03-19
TXN_7804128,Sandwich,5,4.0,20.0,Nequi/Daviplata,Restaurante,2023-02-12
TXN_6228313,ERROR,4,3.0,12.0,,,2023-01-24
TXN_2930752,Torta,2,3.0,6.0,Tarjeta Crédito,,2023-03-04
TXN_3477101,Galleta,4,1.0,4.0,,Para llevar,2023-05-02
TXN_2210265,Jugo,2,3.0,6.0,Tarjeta Crédito,Para llevar,2023-06-14
TXN_5534515,Granizado,1,4.0,4.0,Tarjeta Crédito,Para llevar,2023-02-09
TXN_9561380,Sandwich,1,4.0,4.0,Nequi/Daviplata,Para llevar,2023-08-11
TXN_3038078,Galleta,1,1.0,1.0,Tarjeta Crédito,Para llevar,2023-04-06
TXN_5652473,Granizado,4,4.0,16.0,,,2023-03-19
TXN_5222822,Ensalada,1,5.0,5.0,,Restaurante,2023-11-20
TXN_6238191,Granizado,4,4.0,16.0,ERROR,Restaurante,2023-10-27
TXN_1244593,Ensalada,5,5.0,25.0,,Restaurante,2023-04-11
TXN_9749175,Torta,1,3.0,3.0,Tarjeta Crédito,Restaurante,2023-09-07
TXN_4502314,Galleta,3,1.0,3.0,Tarjeta Crédito,,2023-06-02
TXN_5476846,Te,4,1.5,6.0,Tarjeta Crédito,Para llevar,
TXN_3703964,Sandwich,2,4.0,8.0,Tarjeta Crédito,Para llevar,2023-09-23
TXN_1554195,Granizado,2,4.0,8.0,Nequi/Daviplata,,2023-10-22
TXN_1025152,Galleta,4,1.0,4.0,,,2023-08-19
TXN_3429942,Granizado,3,4.0,ERROR,Nequi/Daviplata,Restaurante,2023-04-24
TXN_2134660,DESCONOCIDO,5,3.0,15.0,Tarjeta Crédito,Restaurante,2023-11-08
TXN_8944175,Ensalada,3,5.0,15.0,Nequi/Daviplata,,2023-11-30
TXN_4680399,Jugo,5,3.0,15.0,Nequi/Daviplata,,2023-04-07
TXN_5328065,Torta,5,3.0,15.0,Efectivo,,2023-09-18
TXN_9202496,Torta,5,3.0,15.0,Tarjeta Crédito,Restaurante,2023-07-19
TXN_2914953,Torta,2,3.0,6.0,Efectivo,Restaurante,2023-07-25
TXN_6068148,Torta,3,3.0,9.0,ERROR,Restaurante,2023-08-11
TXN_1216051,Torta,4,3.0,12.0,Nequi/Daviplata,Para llevar,2023-10-28
TXN_3943327,Jugo,1,3.0,3.0,,,2023-05-20
TXN_5268025,Galleta,5,1.0,,Nequi/Daviplata,Restaurante,2023-05-19
TXN_9952441,Granizado,1,4.0,DESCONOCIDO,Efectivo,Restaurante,2023-09-05
TXN_7354271,Galleta,4,1.0,4.0,DESCONOCIDO,Restaurante,2023-04-12
TXN_3358494,Café,5,2.0,10.0,Nequi/Daviplata,Para llevar,2023-06-22
TXN_2966507,Galleta,3,1.0,3.0,ERROR,Restaurante,2023-04-25
TXN_9752586,Te,2,1.5,3.0,Nequi/Daviplata,,2023-06-14
TXN_1324968,Galleta,3,1.0,3.0,Tarjeta Crédito,Restaurante,2023-01-05
TXN_8424417,Granizado,2,,8.0,,Para llevar,2023-10-21
TXN_3985920,Ensalada,5,5.0,25.0,Nequi/Daviplata,Restaurante,2023-03-29
TXN_7335526,Sandwich,4,4.0,16.0,Efectivo,Restaurante,2023-06-03
TXN_5989987,Granizado,4,4.0,16.0,Efectivo,,2023-08-02
TXN_8132632,Te,3,1.5,4.5,,DESCONOCIDO,2023-07-26
TXN_2408294,Sandwich,4,4.0,16.0,Nequi/Daviplata,Restaurante,2023-12-26
TXN_7380756,Ensalada,1,5.0,5.0,Nequi/Daviplata,Para llevar,2023-10-16
TXN_1145888,Café,4,2.0,8.0,,,2023-01-26
TXN_3845754,Te,4,1.5,6.0,,Para llevar,2023-11-25
TXN_1315214,Te,2,1.5,3.0,Nequi/Daviplata,Restaurante,2023-11-03
TXN_7602467,Galleta,1,1.0,1.0,Tarjeta Crédito,Para llevar,2023-10-17
TXN_1672708,Ensalada,4,5.0,20.0,,,2023-04-04
TXN_4979250,Te,3,1.5,4.5,Efectivo,Restaurante,2023-11-01
TXN_2809397,Ensalada,2,5.0,10.0,Nequi/Daviplata,Para llevar,2023-09-13
TXN_8752130,Jugo,2,3.0,6.0,Tarjeta Crédito,Para llevar,2023-10-23
TXN_7326075,Galleta,1,DESCONOCIDO,1.0,Efectivo,,2023-06-12
TXN_9134257,Café,,2.0,6.0,Nequi/Daviplata,Para llevar,2023-05-19
TXN_9944832,Café,3,2.0,6.0,,,2023-12-25
TXN_8329302,Jugo,DESCONOCIDO,3.0,9.0,,Para llevar,
TXN_9639317,Torta,3,3.0,9.0,Efectivo,,2023-12-28
TXN_7707761,Te,3,1.5,4.5,Tarjeta Crédito,,2023-03-08
TXN_3177517,ERROR,1,1.5,1.5,Tarjeta Crédito,Restaurante,2023-02-22
TXN_5353855,,3,4.0,12.0,Tarjeta Crédito,Para llevar,2023-12-24
TXN_3106811,Jugo,3,3.0,9.0,Efectivo,Para llevar,2023-09-27
TXN_3475342,Jugo,3,3.0,9.0,,Restaurante,2023-04-24
TXN_8017663,Café,2,2.0,4.0,,,2023-05-18
TXN_6309965,Torta,5,3.0,15.0,Nequi/Daviplata,Para llevar,2023-06-14
TXN_7146871,Café,,2.0,4.0,,,2023-09-20
TXN_2661443,Jugo,2,3.0,6.0,Tarjeta Crédito,,2023-06-30
TXN_6954434,Jugo,3,ERROR,9.0,Efectivo,Para llevar,2023-02-23
TXN_3578712,Te,5,DESCONOCIDO,7.5,Tarjeta Crédito,,2023-08-15
TXN_6131350,Sandwich,2,,8.0,Tarjeta Crédito,,2023-09-28
TXN_9207050,Galleta,5,1.0,5.0,Nequi/Daviplata,Restaurante,2023-07-21
TXN_5351656,Te,1,1.5,1.5,,Para llevar,2023-03-02
TXN_8905718,Te,5,1.5,7.5,,Restaurante,2023-09-07
TXN_1938148,Torta,2,3.0,6.0,Tarjeta Crédito,Para llevar,2023-06-07
TXN_2024598,Sandwich,1,4.0,4.0,Nequi/Daviplata,Restaurante,2023-01-01
TXN_7145872,Ensalada,5,5.0,25.0,Nequi/Daviplata,Para llevar,2023-04-15
TXN_8140560,Torta,5,3.0,15.0,ERROR,Para llevar,2023-06-29
TXN_6591756,Galleta,5,1.0,5.0,,,2023-03-09
TXN_9004306,Café,4,2.0,8.0,Tarjeta Crédito,Restaurante,2023-05-26
TXN_7899686,DESCONOCIDO,1,4.0,4.0,Nequi/Daviplata,Para llevar,2023-09-09
TXN_7092761,Ensalada,4,5.0,20.0,DESCONOCIDO,,2023-05-11
TXN_6360436,Torta,2,3.0,6.0,Nequi/Daviplata,Para llevar,2023-09-13
TXN_3295247,Café,5,2.0,10.0,Nequi/Daviplata,,2023-08-25
TXN_5822344,Sandwich,5,4.0,20.0,Efectivo,Restaurante,2023-09-27
TXN_4266069,Café,1,2.0,2.0,,,2023-12-25
TXN_9470768,Granizado,5,4.0,20.0,Tarjeta Crédito,,2023-09-27
TXN_1540181,Te,3,1.5,4.5,,Para llevar,2023-08-17
TXN_6688020,Ensalada,5,5.0,25.0,DESCONOCIDO,,2023-09-05
TXN_4181147,Café,4,2.0,8.0,,Para llevar,2023-02-18
TXN_7211792,Te,3,1.5,4.5,ERROR,Para llevar,2023-11-27
TXN_6568978,Torta,3,3.0,9.0,Nequi/Daviplata,,2023-03-12
TXN_6670607,Jugo,5,3.0,DESCONOCIDO,,Para llevar,2023-01-06
TXN_9773606,Te,2,1.5,3.0,Efectivo,Para llevar,2023-12-04
TXN_9762035,Granizado,1,4.0,4.0,Efectivo,Para llevar,2023-08-21
TXN_4493661,Sandwich,1,4.0,4.0,Efectivo,,2023-07-08
TXN_4617139,Jugo,4,,12.0,,,2023-04-12
TXN_5339625,Granizado,5,4.0,20.0,Nequi/Daviplata,ERROR,2023-06-29
TXN_9657636,Torta,1,3.0,3.0,Efectivo,Para llevar,2023-07-08
TXN_1375992,Café,5,2.0,10.0,Tarjeta Crédito,Restaurante,2023-03-23
TXN_2077318,Jugo,2,3.0,6.0,Nequi/Daviplata,Restaurante,2023-08-24
TXN_8232653,Ensalada,5,5.0,25.0,Efectivo,,2023-04-21
TXN_4624436,Sandwich,1,4.0,4.0,,,2023-05-22
TXN_6158865,Galleta,1,1.0,1.0,Nequi/Daviplata,,2023-11-27
TXN_6148337,Galleta,2,1.0,2.0,,Restaurante,2023-09-27
TXN_9096951,Granizado,3,4.0,12.0,Efectivo,Para llevar,2023-06-28
TXN_7080148,Torta,3,3.0,9.0,,,2023-12-30
TXN_4275169,Ensalada,1,5.0,5.0,,Para llevar,2023-06-27
TXN_9005396,Jugo,4,3.0,12.0,Efectivo,,2023-08-10
TXN_2466036,Café,5,2.0,10.0,,Para llevar,2023-08-31
TXN_1533790,Torta,,3.0,12.0,Nequi/Daviplata,Para llevar,2023-07-21
TXN_7090165,Sandwich,5,4.0,20.0,Nequi/Daviplata,Restaurante,2023-08-30
TXN_9533792,Galleta,3,1.0,3.0,Nequi/Daviplata,Restaurante,2023-09-01
TXN_4995910,Torta,5,3.0,DESCONOCIDO,ERROR,,2023-03-10
TXN_9174916,Café,3,2.0,6.0,Tarjeta Crédito,,2023-06-21
TXN_8121601,Jugo,4,3.0,DESCONOCIDO,ERROR,Restaurante,2023-07-02
TXN_5882077,Sandwich,3,4.0,12.0,,Para llevar,2023-03-10
TXN_3163681,Sandwich,2,4.0,8.0,,,2023-05-11
TXN_2849719,Café,5,2.0,10.0,Nequi/Daviplata,Para llevar,2023-06-23
TXN_9623460,Sandwich,3,4.0,12.0,Nequi/Daviplata,Restaurante,2023-01-17
TXN_3359704,Ensalada,3,5.0,15.0,Nequi/Daviplata,Restaurante,2023-07-23
TXN_7093219,Granizado,4,4.0,16.0,Tarjeta Crédito,,2023-06-06
TXN_2444408,Sandwich,2,4.0,8.0,Nequi/Daviplata,Restaurante,2023-05-11
TXN_2475111,Galleta,3,1.0,3.0,,Para llevar,2023-03-31
TXN_3296152,Ensalada,3,5.0,15.0,Tarjeta Crédito,Restaurante,2023-10-20
TXN_5157855,Ensalada,1,5.0,5.0,Nequi/Daviplata,,2023-08-18
TXN_2887411,Granizado,2,4.0,8.0,Efectivo,Restaurante,2023-01-16
TXN_7543369,Te,5,1.5,7.5,Nequi/Daviplata,Para llevar,2023-11-18
TXN_9561441,Te,5,1.5,7.5,Efectivo,Restaurante,2023-11-11
TXN_5595584,Granizado,2,4.0,8.0,ERROR,Restaurante,2023-10-19
TXN_1158197,Café,2,2.0,4.0,,Para llevar,2023-05-21
TXN_3633955,Sandwich,4,4.0,16.0,Efectivo,Restaurante,2023-09-20
TXN_2761949,Ensalada,3,5.0,15.0,Tarjeta Crédito,Restaurante,2023-10-01
TXN_4967355,Sandwich,2,4.0,8.0,,Restaurante,2023-04-25
TXN_8062897,Granizado,2,4.0,8.0,Nequi/Daviplata,Para llevar,2023-10-02
TXN_4831426,Jugo,4,3.0,12.0,Tarjeta Crédito,,2023-02-27
TXN_3995843,DESCONOCIDO,3,4.0,ERROR,,Restaurante,2023-12-31
TXN_4284492,Jugo,3,3.0,9.0,,Para llevar,2023-05-30
TXN_9942634,Te,5,1.5,7.5,,Para llevar,2023-01-17
TXN_7104682,Galleta,5,1.0,5.0,,Para llevar,2023-08-31
TXN_5745955,Granizado,4,4.0,16.0,Tarjeta Crédito,,DESCONOCIDO
TXN_6866209,Granizado,5,4.0,20.0,Nequi/Daviplata,Restaurante,2023-05-20
TXN_7573801,Torta,2,3.0,6.0,ERROR,Restaurante,2023-12-14
TXN_9681880,Café,3,2.0,6.0,Efectivo,Restaurante,2023-03-21
TXN_2559288,Ensalada,4,5.0,20.0,Tarjeta Crédito,,2023-12-27
TXN_9188692,Torta,ERROR,3.0,DESCONOCIDO,Tarjeta Crédito,,2023-12-01
TXN_2936975,Te,1,1.5,1.5,Nequi/Daviplata,Para llevar,2023-10-05
TXN_5027125,Ensalada,3,5.0,15.0,Efectivo,Restaurante,2023-07-06
TXN_7433758,Galleta,1,1.0,1.0,Efectivo,,2023-06-09
TXN_2092288,Café,1,2.0,2.0,Tarjeta Crédito,Para llevar,2023-03-30
TXN_5701303,Café,1,2.0,2.0,Nequi/Daviplata,Para llevar,2023-09-08
TXN_7323833,ERROR,3,4.0,ERROR,Tarjeta Crédito,,2023-04-09
TXN_5161371,Torta,2,3.0,6.0,Tarjeta Crédito,Restaurante,2023-01-17
TXN_6228918,Torta,1,3.0,3.0,Nequi/Daviplata,Restaurante,DESCONOCIDO
TXN_1132566,Torta,3,3.0,9.0,Efectivo,,2023-02-27
TXN_3713527,Galleta,4,1.0,4.0,ERROR,Para llevar,2023-03-08
TXN_1719440,Galleta,5,1.0,5.0,Nequi/Daviplata,Para llevar,2023-07-13
TXN_6273703,Te,2,1.5,3.0,Tarjeta Crédito,,2023-12-24
TXN_2050017,Sandwich,4,4.0,16.0,,Para llevar,2023-03-24
TXN_6797827,Sandwich,1,4.0,4.0,Tarjeta Crédito,,2023-06-16
TXN_6885626,Torta,5,3.0,15.0,DESCONOCIDO,Restaurante,2023-08-06
TXN_3729074,Ensalada,3,5.0,15.0,Tarjeta Crédito,Restaurante,2023-04-15
TXN_7418962,Granizado,4,4.0,16.0,Efectivo,,2023-03-07
TXN_7217537,Ensalada,3,5.0,15.0,Efectivo,Restaurante,2023-12-19
TXN_7904970,Te,ERROR,1.5,3.0,Tarjeta Crédito,Para llevar,2023-05-23
TXN_8845592,Sandwich,5,4.0,20.0,Tarjeta Crédito,Restaurante,2023-11-12
TXN_2402637,,2,4.0,8.0,,Para llevar,2023-06-18
TXN_2081985,Café,2,2.0,4.0,Nequi/Daviplata,DESCONOCIDO,2023-03-24
TXN_5664467,Te,4,1.5,6.0,Nequi/Daviplata,Para llevar,2023-11-06
TXN_2275523,Te,4,1.5,6.0,Nequi/Daviplata,DESCONOCIDO,2023-09-02
TXN_7230977,ERROR,5,3.0,15.0,,Para llevar,2023-08-24
TXN_6451747,Ensalada,4,5.0,20.0,Efectivo,,2023-05-23
TXN_2680626,Torta,3,3.0,9.0,Efectivo,Restaurante,2023-01-08
TXN_8668840,Torta,5,3.0,15.0,Nequi/Daviplata,,2023-10-03
TXN_5390428,Jugo,2,3.0,6.0,,Restaurante,2023-11-25
TXN_5009367,Jugo,3,3.0,9.0,Tarjeta Crédito,Restaurante,2023-04-19
TXN_5930921,Galleta,2,1.0,2.0,Nequi/Daviplata,Para llevar,
TXN_3067854,Torta,1,3.0,3.0,Tarjeta Crédito,,2023-07-08
TXN_6401072,Granizado,4,4.0,16.0,Efectivo,Para llevar,2023-07-28
TXN_6377597,Galleta,1,1.0,1.0,DESCONOCIDO,Restaurante,
TXN_6799966,Te,4,1.5,6.0,Nequi/Daviplata,,2023-03-03
TXN_5080934,Jugo,,3.0,9.0,Efectivo,Para llevar,2023-12-10
TXN_8684125,Ensalada,2,5.0,10.0,Tarjeta Crédito,Restaurante,2023-03-08
TXN_1647077,Granizado,2,4.0,8.0,DESCONOCIDO,,2023-08-19
TXN_9769782,Granizado,5,4.0,20.0,Efectivo,Para llevar,ERROR
TXN_8167808,Torta,3,3.0,9.0,Efectivo,Restaurante,2023-02-03
TXN_4541998,Sandwich,DESCONOCIDO,4.0,4.0,,Para llevar,2023-01-13
TXN_3369789,Sandwich,5,4.0,20.0,,,2023-04-15
TXN_7973461,Te,3,1.5,4.5,DESCONOCIDO,Restaurante,2023-04-11
TXN_7753587,Torta,1,3.0,3.0,Tarjeta Crédito,Para llevar,2023-03-28
TXN_4490958,Café,2,2.0,4.0,,,2023-03-30
TXN_8715515,ERROR,5,3.0,15.0,Tarjeta Crédito,Para llevar,2023-07-23
TXN_8242126,Ensalada,4,5.0,20.0,Nequi/Daviplata,Restaurante,2023-11-20
TXN_2972659,Te,3,1.5,4.5,,,2023-12-16
TXN_5685028,Torta,5,3.0,15.0,Nequi/Daviplata,Para llevar,2023-08-12
TXN_9835620,Jugo,2,3.0,DESCONOCIDO,,,2023-06-09
TXN_9245124,Te,4,1.5,6.0,Nequi/Daviplata,Restaurante,2023-04-19
TXN_8619762,Granizado,4,4.0,16.0,Efectivo,Para llevar,2023-08-05
TXN_5983031,Jugo,3,3.0,9.0,Nequi/Daviplata,Restaurante,2023-03-09
TXN_8730549,Granizado,4,4.0,16.0,,Para llevar,2023-02-04
TXN_6889867,Sandwich,5,4.0,20.0,Efectivo,,2023-03-07
TXN_9035484,Café,2,2.0,4.0,Efectivo,,2023-06-29
TXN_2505327,Jugo,2,3.0,,,,
TXN_9972525,Café,4,2.0,8.0,,,2023-07-31
TXN_3315026,Jugo,5,3.0,15.0,Efectivo,,2023-11-06
TXN_3613385,Galleta,3,1.0,3.0,,Para llevar,2023-05-26
TXN_9629541,Sandwich,5,4.0,20.0,Nequi/Daviplata,,2023-12-18
TXN_7503640,Ensalada,3,5.0,15.0,Nequi/Daviplata,,2023-11-04
TXN_1135761,ERROR,3,3.0,9.0,Nequi/Daviplata,,2023-01-30
TXN_8558404,Ensalada,ERROR,5.0,20.0,Nequi/Daviplata,Restaurante,2023-07-15
TXN_8430735,Jugo,2,3.0,6.0,,,2023-10-25
TXN_8279865,Jugo,1,ERROR,3.0,Efectivo,,2023-07-18
TXN_5906520,Ensalada,2,5.0,10.0,ERROR,,2023-01-31
TXN_8250427,Café,4,2.0,8.0,Tarjeta Crédito,,2023-09-15
TXN_9928337,Jugo,1,3.0,3.0,ERROR,Para llevar,2023-11-05
TXN_7008306,Ensalada,2,5.0,,DESCONOCIDO,,2023-04-11
TXN_5603538,Jugo,3,3.0,9.0,Efectivo,,2023-02-15
TXN_7368648,Te,1,1.5,1.5,Nequi/Daviplata,Restaurante,2023-03-09
TXN_6220542,Jugo,3,3.0,9.0,,Para llevar,2023-03-24
TXN_3299535,Café,3,2.0,6.0,,Para llevar,2023-11-16
TXN_1217959,Jugo,2,3.0,6.0,Nequi/Daviplata,Para llevar,2023-07-28
TXN_4390633,Te,2,1.5,3.0,DESCONOCIDO,,2023-10-17
TXN_5052998,Jugo,3,3.0,9.0,Tarjeta Crédito,,2023-10-07
TXN_5171332,Te,5,1.5,7.5,Efectivo,Para llevar,2023-02-05
TXN_4798484,Jugo,3,3.0,9.0,,Restaurante,2023-08-09
TXN_7905741,Galleta,5,1.0,5.0,Tarjeta Crédito,,2023-02-08
TXN_6369875,Te,5,1.5,7.5,Efectivo,,2023-10-04
TXN_7840162,Galleta,5,,5.0,Efectivo,Para llevar,2023-02-27
TXN_9069297,Galleta,4,1.0,4.0,Tarjeta Crédito,Restaurante,2023-01-27
TXN_5017038,Sandwich,3,4.0,12.0,,,2023-05-25
TXN_6748453,Sandwich,5,4.0,20.0,,Restaurante,2023-05-08
TXN_1678985,Jugo,2,3.0,6.0,Efectivo,Restaurante,2023-07-16
TXN_6697669,Torta,5,3.0,15.0,Efectivo,,2023-01-03
TXN_3131555,Sandwich,2,4.0,8.0,Efectivo,Para llevar,2023-12-04
TXN_1617029,DESCONOCIDO,4,5.0,20.0,Efectivo,Para llevar,2023-05-15
TXN_7785297,Galleta,3,1.0,3.0,Efectivo,,2023-12-06
TXN_9432588,Café,5,2.0,10.0,,,2023-07-26
TXN_3313000,Café,5,2.0,10.0,Tarjeta Crédito,Restaurante,2023-01-08
TXN_3120023,Galleta,3,1.0,3.0,Efectivo,Restaurante,2023-09-30
TXN_7483257,Sandwich,2,4.0,8.0,Nequi/Daviplata,Para llevar,2023-06-05
TXN_3430842,Galleta,2,1.0,2.0,Efectivo,Para llevar,2023-08-02
TXN_9622300,Ensalada,DESCONOCIDO,5.0,5.0,Efectivo,Para llevar,2023-06-23
TXN_8822610,Torta,4,3.0,12.0,,Para llevar,2023-08-05
TXN_8005089,Ensalada,4,5.0,20.0,ERROR,,2023-06-10
TXN_7009420,Sandwich,5,4.0,20.0,DESCONOCIDO,Para llevar,2023-07-07
TXN_5118667,Café,4,2.0,8.0,Efectivo,Restaurante,2023-12-12
TXN_6533180,Café,5,2.0,10.0,,Para llevar,2023-05-03
TXN_6989438,Sandwich,4,4.0,16.0,Efectivo,Para llevar,2023-12-17
TXN_3894820,Sandwich,5,4.0,20.0,Nequi/Daviplata,Para llevar,DESCONOCIDO
TXN_7003185,Te,2,1.5,3.0,,,2023-06-03
TXN_1139495,Ensalada,3,5.0,15.0,Nequi/Daviplata,,2023-02-19
TXN_1256536,Ensalada,1,5.0,5.0,ERROR,Para llevar,2023-12-16
TXN_6437055,Torta,1,3.0,3.0,DESCONOCIDO,,2023-10-22
TXN_6212975,,1,4.0,4.0,Tarjeta Crédito,Para llevar,2023-06-08
TXN_4223466,Jugo,4,3.0,12.0,Nequi/Daviplata,Para llevar,2023-05-31
TXN_6684202,Sandwich,1,4.0,4.0,,,2023-07-31
TXN_7279066,DESCONOCIDO,5,3.0,15.0,Nequi/Daviplata,Para llevar,2023-09-09
TXN_5032114,Sandwich,2,4.0,8.0,,,2023-05-31
TXN_3411281,Torta,2,3.0,6.0,DESCONOCIDO,,2023-09-29
TXN_6608817,Sandwich,5,4.0,20.0,Tarjeta Crédito,Para llevar,2023-07-17
TXN_4258943,Sandwich,2,4.0,ERROR,Tarjeta Crédito,Restaurante,2023-01-02
TXN_1897660,Te,3,1.5,4.5,Nequi/Daviplata,Restaurante,DESCONOCIDO
TXN_9774691,Torta,3,3.0,9.0,Tarjeta Crédito,Para llevar,2023-04-11
TXN_8556230,,5,1.0,5.0,Efectivo,Restaurante,2023-05-21
TXN_1522430,Granizado,3,4.0,12.0,Tarjeta Crédito,,2023-12-06
TXN_2797077,,2,5.0,10.0,,Para llevar,2023-07-04
TXN_7666909,Jugo,4,3.0,12.0,Tarjeta Crédito,Para llevar,2023-08-29
TXN_9365558,Ensalada,4,5.0,20.0,Tarjeta Crédito,Para llevar,2023-02-12
TXN_6837601,Ensalada,1,5.0,5.0,Nequi/Daviplata,Para llevar,2023-02-05
TXN_1713983,Ensalada,2,5.0,10.0,Efectivo,Restaurante,2023-05-11
TXN_4674417,Galleta,5,1.0,DESCONOCIDO,Nequi/Daviplata,Para llevar,2023-07-03
TXN_4641838,Galleta,5,1.0,5.0,Tarjeta Crédito,,2023-04-30
TXN_9315119,Ensalada,2,5.0,10.0,,Para llevar,2023-06-16
TXN_2552405,Jugo,5,3.0,15.0,Tarjeta Crédito,,2023-06-22
TXN_3465980,Galleta,4,1.0,4.0,Efectivo,Para llevar,2023-07-08
TXN_4220189,Te,1,1.5,1.5,,Para llevar,2023-08-16
TXN_7343905,Torta,1,3.0,3.0,Nequi/Daviplata,Restaurante,2023-01-17
TXN_9813938,Sandwich,5,4.0,20.0,Efectivo,,2023-06-30
TXN_6129460,Jugo,5,3.0,15.0,Efectivo,DESCONOCIDO,2023-11-19
TXN_9470590,Ensalada,1,5.0,5.0,Tarjeta Crédito,Para llevar,2023-04-11
TXN_7212607,Café,3,2.0,6.0,Nequi/Daviplata,Restaurante,2023-08-06
TXN_8384628,Ensalada,3,5.0,15.0,Tarjeta Crédito,Para llevar,2023-08-22
TXN_4200340,Torta,5,3.0,15.0,Efectivo,Para llevar,2023-07-06
TXN_9349052,,4,3.0,12.0,Efectivo,,2023-10-31
TXN_9749434,Torta,5,3.0,15.0,Tarjeta Crédito,Para llevar,ERROR
TXN_2693584,Galleta,,1.0,3.0,,,2023-10-28
TXN_4778105,Jugo,4,3.0,12.0,Nequi/Daviplata,Restaurante,2023-10-08
TXN_7804488,Galleta,2,1.0,2.0,Nequi/Daviplata,,2023-11-28
TXN_4674667,Café,2,2.0,4.0,,Para llevar,2023-05-24
TXN_8832852,Sandwich,5,4.0,20.0,DESCONOCIDO,Para llevar,ERROR
TXN_4278785,Ensalada,3,5.0,15.0,Efectivo,Restaurante,2023-04-29
TXN_4462052,Galleta,1,1.0,1.0,Efectivo,Restaurante,2023-10-12
TXN_3379368,Torta,5,3.0,15.0,Tarjeta Crédito,,2023-05-26
TXN_7651864,Granizado,4,4.0,16.0,Nequi/Daviplata,DESCONOCIDO,2023-04-29
TXN_7089173,Jugo,1,3.0,3.0,Nequi/Daviplata,,2023-01-14
TXN_1906642,Galleta,4,1.0,4.0,,Para llevar,2023-06-06
TXN_5410349,ERROR,5,3.0,15.0,Tarjeta Crédito,Para llevar,2023-03-05
TXN_5234368,Café,3,2.0,6.0,Nequi/Daviplata,,2023-06-10
TXN_5544904,Ensalada,5,5.0,25.0,,,2023-04-19
TXN_3376958,Ensalada,4,5.0,20.0,,Restaurante,2023-10-31
TXN_5446085,Café,3,2.0,6.0,Nequi/Daviplata,,2023-09-16
TXN_9676940,Jugo,2,3.0,6.0,Tarjeta Crédito,Para llevar,2023-08-16
TXN_2371941,Jugo,2,3.0,6.0,Efectivo,,2023-01-26
TXN_8980774,Te,4,1.5,6.0,,Restaurante,DESCONOCIDO
TXN_5708913,Torta,2,3.0,6.0,Efectivo,Restaurante,2023-04-29
TXN_6310726,DESCONOCIDO,3,1.0,3.0,Tarjeta Crédito,,2023-03-30
TXN_4096816,ERROR,3,2.0,6.0,Nequi/Daviplata,Para llevar,2023-11-02
TXN_7451083,Café,1,2.0,2.0,Nequi/Daviplata,,2023-06-24
TXN_5132082,Ensalada,5,5.0,25.0,ERROR,,2023-10-08
TXN_7323040,Galleta,3,1.0,3.0,,Para llevar,2023-11-09
TXN_9176418,Granizado,1,4.0,4.0,Nequi/Daviplata,Para llevar,2023-03-02
TXN_9702662,DESCONOCIDO,4,,16.0,,Para llevar,2023-07-10
TXN_7612618,Granizado,4,4.0,16.0,Tarjeta Crédito,ERROR,2023-04-12
TXN_7321789,Jugo,3,3.0,9.0,Nequi/Daviplata,Para llevar,2023-05-10
TXN_3679126,Galleta,1,1.0,1.0,Efectivo,,2023-07-15
TXN_2008137,Café,4,2.0,8.0,,ERROR,2023-10-07
TXN_2622670,Torta,5,3.0,15.0,Nequi/Daviplata,DESCONOCIDO,2023-01-28
TXN_4791105,ERROR,3,4.0,,,Para llevar,2023-05-18
TXN_6882819,DESCONOCIDO,1,3.0,3.0,Efectivo,ERROR,2023-08-21
TXN_2152670,Te,3,1.5,4.5,Tarjeta Crédito,Restaurante,2023-12-24
TXN_3482117,Sandwich,2,4.0,8.0,,,2023-07-18
TXN_1843989,ERROR,5,1.0,5.0,,Para llevar,2023-07-19
TXN_4943715,Café,5,2.0,10.0,Nequi/Daviplata,,2023-10-06
TXN_8571836,Jugo,3,,9.0,Efectivo,ERROR,2023-12-27
TXN_2544176,Te,3,1.5,4.5,,Para llevar,2023-12-19
TXN_1589264,,2,5.0,10.0,Efectivo,,2023-07-26
TXN_1379209,Te,5,1.5,7.5,,Restaurante,2023-02-06
